HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.task,Answer.comment,Approve,Reject
2YQ8MQU6L5OB7FPIJ6O4FIJGWTZDWT,2GCMJUNU8LZ63A7XX008I8J3WLJI2Y,Highlight paragraph areas that can be shortened,Identify at least one area that can be shortened without changing the meaning of the paragraph,selection* text* summarization,$0.08 ,Tue Jan 07 01:07:36 GMT 2014,6,BatchId:1377598;,3600,28800,Tue Jan 14 01:07:36 GMT 2014,,,2Y9OVR14IXKOEOGJ9N3WF6X5WBO89Q,A2REB1YFZ4CP2S,Approved,Tue Jan 07 01:42:53 GMT 2014,Tue Jan 07 01:44:33 GMT 2014,Tue Jan 07 09:44:33 GMT 2014,2014/01/07 09:47:45 +0000,,,100,100% (8/8),100% (8/8),100% (8/8),http://www.eecs.berkeley.edu/~amypavel/demos/vis_project2/shortn/find.html?p=1,Recorded*0:105*189:357|,,
2RJQP6AUC26DS9EUT6UV5FK111Q92R,2GCMJUNU8LZ63A7XX008I8J3WLJI2Y,Highlight paragraph areas that can be shortened,Identify at least one area that can be shortened without changing the meaning of the paragraph,selection* text* summarization,$0.08 ,Tue Jan 07 01:07:36 GMT 2014,6,BatchId:1377598;,3600,28800,Tue Jan 14 01:07:36 GMT 2014,,,25SFK0COK2JEDPE6CT0LWW6QXXVKRF,AK1MSQTX1C1QN,Approved,Tue Jan 07 02:28:03 GMT 2014,Tue Jan 07 02:30:01 GMT 2014,Tue Jan 07 10:30:01 GMT 2014,2014/01/07 10:32:45 +0000,,,118,100% (4/4),100% (4/4),100% (4/4),http://www.eecs.berkeley.edu/~amypavel/demos/vis_project2/shortn/find.html?p=8,Recorded*25:34*332:335*374:380*407:410*428:437*448:452*818:821|,,
2RJQP6AUC26DS9EUT6UV5FK111Q92R,2GCMJUNU8LZ63A7XX008I8J3WLJI2Y,Highlight paragraph areas that can be shortened,Identify at least one area that can be shortened without changing the meaning of the paragraph,selection* text* summarization,$0.08 ,Tue Jan 07 01:07:36 GMT 2014,6,BatchId:1377598;,3600,28800,Tue Jan 14 01:07:36 GMT 2014,,,2EB79KQW618NG91E7L44AXCGRAPMKM,A2REB1YFZ4CP2S,Approved,Tue Jan 07 01:46:29 GMT 2014,Tue Jan 07 01:47:40 GMT 2014,Tue Jan 07 09:47:40 GMT 2014,2014/01/07 09:47:45 +0000,,,71,100% (8/8),100% (8/8),100% (8/8),http://www.eecs.berkeley.edu/~amypavel/demos/vis_project2/shortn/find.html?p=8,Recorded*0:307*407:614|,,
2RJQP6AUC26DS9EUT6UV5FK111Q92R,2GCMJUNU8LZ63A7XX008I8J3WLJI2Y,Highlight paragraph areas that can be shortened,Identify at least one area that can be shortened without changing the meaning of the paragraph,selection* text* summarization,$0.08 ,Tue Jan 07 01:07:36 GMT 2014,6,BatchId:1377598;,3600,28800,Tue Jan 14 01:07:36 GMT 2014,,,2FD8I9NZW6HEB9VVWZN7Y86BEHVMWF,A3EAHUZJ3HMKL,Approved,Tue Jan 07 01:30:24 GMT 2014,Tue Jan 07 01:32:15 GMT 2014,Tue Jan 07 09:32:15 GMT 2014,2014/01/07 09:32:45 +0000,,,111,100% (1/1),100% (1/1),100% (1/1),http://www.eecs.berkeley.edu/~amypavel/demos/vis_project2/shortn/find.html?p=8,Recorded*175:199*371:405*429:437*695:717*786:814|,,
2RJQP6AUC26DS9EUT6UV5FK111Q92R,2GCMJUNU8LZ63A7XX008I8J3WLJI2Y,Highlight paragraph areas that can be shortened,Identify at least one area that can be shortened without changing the meaning of the paragraph,selection* text* summarization,$0.08 ,Tue Jan 07 01:07:36 GMT 2014,6,BatchId:1377598;,3600,28800,Tue Jan 14 01:07:36 GMT 2014,,,2G2UC26DG67DD0ACSOB0HOK4H24D6J,A1C7ELA8GFN9LA,Approved,Tue Jan 07 06:18:52 GMT 2014,Tue Jan 07 06:19:31 GMT 2014,Tue Jan 07 14:19:31 GMT 2014,2014/01/07 14:22:46 +0000,,,39,100% (8/8),100% (5/5),100% (4/4),http://www.eecs.berkeley.edu/~amypavel/demos/vis_project2/shortn/find.html?p=8,Recorded*307:929|,,
2RJQP6AUC26DS9EUT6UV5FK111Q92R,2GCMJUNU8LZ63A7XX008I8J3WLJI2Y,Highlight paragraph areas that can be shortened,Identify at least one area that can be shortened without changing the meaning of the paragraph,selection* text* summarization,$0.08 ,Tue Jan 07 01:07:36 GMT 2014,6,BatchId:1377598;,3600,28800,Tue Jan 14 01:07:36 GMT 2014,,,2P3NFSVGULF3L8ZDYW71KS3PWAAM8I,A3RQQWMUZJUWJ1,Approved,Tue Jan 07 03:45:49 GMT 2014,Tue Jan 07 03:46:00 GMT 2014,Tue Jan 07 11:46:00 GMT 2014,2014/01/07 11:47:45 +0000,,,11,92% (12/13),100% (7/7),100% (7/7),http://www.eecs.berkeley.edu/~amypavel/demos/vis_project2/shortn/find.html?p=8,Recorded*89:174*625:767|,,
2RJQP6AUC26DS9EUT6UV5FK111Q92R,2GCMJUNU8LZ63A7XX008I8J3WLJI2Y,Highlight paragraph areas that can be shortened,Identify at least one area that can be shortened without changing the meaning of the paragraph,selection* text* summarization,$0.08 ,Tue Jan 07 01:07:36 GMT 2014,6,BatchId:1377598;,3600,28800,Tue Jan 14 01:07:36 GMT 2014,,,2VSXULRGNTBJFPTUPE6PCN64I4L6SB,A2MNOBR7QOASXL,Approved,Tue Jan 07 01:34:47 GMT 2014,Tue Jan 07 01:40:25 GMT 2014,Tue Jan 07 09:40:25 GMT 2014,2014/01/07 09:42:45 +0000,,,338,100% (4/4),100% (4/4),100% (4/4),http://www.eecs.berkeley.edu/~amypavel/demos/vis_project2/shortn/find.html?p=8,Recorded*174:200*24:33*591:613*633:645*744:766*782:820|,,
2VMBLYHVI44O45R2MH4NJZSCZ2AW23,2GCMJUNU8LZ63A7XX008I8J3WLJI2Y,Highlight paragraph areas that can be shortened,Identify at least one area that can be shortened without changing the meaning of the paragraph,selection* text* summarization,$0.08 ,Tue Jan 07 01:07:36 GMT 2014,6,BatchId:1377598;,3600,28800,Tue Jan 14 01:07:36 GMT 2014,,,23EOFXRDS4ICDH5UF6AFR11C06YUX4,A111JI6APXR6QV,Approved,Tue Jan 07 06:33:08 GMT 2014,Tue Jan 07 06:47:44 GMT 2014,Tue Jan 07 14:47:44 GMT 2014,2014/01/07 14:47:45 +0000,,,876,100% (8/8),100% (3/3),100% (3/3),http://www.eecs.berkeley.edu/~amypavel/demos/vis_project2/shortn/find.html?p=16,Recorded*60:65*103:128*152:157*189:206*285:500|Nice and interesting hits. Thanks. Love to work more for you always. Wish you all the best. Happy New Year.,,
2VMBLYHVI44O45R2MH4NJZSCZ2AW23,2GCMJUNU8LZ63A7XX008I8J3WLJI2Y,Highlight paragraph areas that can be shortened,Identify at least one area that can be shortened without changing the meaning of the paragraph,selection* text* summarization,$0.08 ,Tue Jan 07 01:07:36 GMT 2014,6,BatchId:1377598;,3600,28800,Tue Jan 14 01:07:36 GMT 2014,,,258ULF395SW6ZJ8WKCEYSJB0DORDRO,A2MNOBR7QOASXL,Approved,Tue Jan 07 01:42:53 GMT 2014,Tue Jan 07 01:45:49 GMT 2014,Tue Jan 07 09:45:49 GMT 2014,2014/01/07 09:47:45 +0000,,,176,100% (4/4),100% (4/4),100% (4/4),http://www.eecs.berkeley.edu/~amypavel/demos/vis_project2/shortn/find.html?p=16,Recorded*103:127*0:10*436:482*944:1038|,,
2VMBLYHVI44O45R2MH4NJZSCZ2AW23,2GCMJUNU8LZ63A7XX008I8J3WLJI2Y,Highlight paragraph areas that can be shortened,Identify at least one area that can be shortened without changing the meaning of the paragraph,selection* text* summarization,$0.08 ,Tue Jan 07 01:07:36 GMT 2014,6,BatchId:1377598;,3600,28800,Tue Jan 14 01:07:36 GMT 2014,,,26B5OPB0YVGZK1TD3G5PEU330U87ZJ,A2REB1YFZ4CP2S,Approved,Tue Jan 07 01:47:56 GMT 2014,Tue Jan 07 01:49:40 GMT 2014,Tue Jan 07 09:49:40 GMT 2014,2014/01/07 09:52:45 +0000,,,104,100% (8/8),100% (8/8),100% (8/8),http://www.eecs.berkeley.edu/~amypavel/demos/vis_project2/shortn/find.html?p=16,Recorded*103:357*400:669|,,
2VMBLYHVI44O45R2MH4NJZSCZ2AW23,2GCMJUNU8LZ63A7XX008I8J3WLJI2Y,Highlight paragraph areas that can be shortened,Identify at least one area that can be shortened without changing the meaning of the paragraph,selection* text* summarization,$0.08 ,Tue Jan 07 01:07:36 GMT 2014,6,BatchId:1377598;,3600,28800,Tue Jan 14 01:07:36 GMT 2014,,,2FFQYN5F3Q0JS80FEW3W3B4BDWJEAP,AWL2YOFSXYZEC,Approved,Tue Jan 07 03:38:07 GMT 2014,Tue Jan 07 03:40:42 GMT 2014,Tue Jan 07 11:40:42 GMT 2014,2014/01/07 11:42:45 +0000,,,155,100% (1/1),100% (1/1),100% (1/1),http://www.eecs.berkeley.edu/~amypavel/demos/vis_project2/shortn/find.html?p=16,Recorded*103:129*250:284*331:500*0:3|,,
2VMBLYHVI44O45R2MH4NJZSCZ2AW23,2GCMJUNU8LZ63A7XX008I8J3WLJI2Y,Highlight paragraph areas that can be shortened,Identify at least one area that can be shortened without changing the meaning of the paragraph,selection* text* summarization,$0.08 ,Tue Jan 07 01:07:36 GMT 2014,6,BatchId:1377598;,3600,28800,Tue Jan 14 01:07:36 GMT 2014,,,2JJJ85OZIZEHYDH6EXFQAEWRV8PAY1,A3RQQWMUZJUWJ1,Approved,Tue Jan 07 03:53:33 GMT 2014,Tue Jan 07 03:55:20 GMT 2014,Tue Jan 07 11:55:20 GMT 2014,2014/01/07 11:57:45 +0000,,,107,92% (12/13),100% (7/7),100% (7/7),http://www.eecs.berkeley.edu/~amypavel/demos/vis_project2/shortn/find.html?p=16,Recorded*499:669*833:944|,,
2VMBLYHVI44O45R2MH4NJZSCZ2AW23,2GCMJUNU8LZ63A7XX008I8J3WLJI2Y,Highlight paragraph areas that can be shortened,Identify at least one area that can be shortened without changing the meaning of the paragraph,selection* text* summarization,$0.08 ,Tue Jan 07 01:07:36 GMT 2014,6,BatchId:1377598;,3600,28800,Tue Jan 14 01:07:36 GMT 2014,,,2NHGFL6VCPWZLUUUORFV6S7ULRG7MU,A1C7ELA8GFN9LA,Approved,Tue Jan 07 06:17:08 GMT 2014,Tue Jan 07 06:18:07 GMT 2014,Tue Jan 07 14:18:07 GMT 2014,2014/01/07 14:22:45 +0000,,,59,100% (8/8),100% (5/5),100% (4/4),http://www.eecs.berkeley.edu/~amypavel/demos/vis_project2/shortn/find.html?p=16,Recorded*833:945*103:668|,,
